"Gender"	"Provinces"	"Periodo"	"Situation"	"value"
"Males"	"07 Balears, Illes"	"2013QIV"	"Active population"	324.8
"Females"	"07 Balears, Illes"	"2013QIV"	"Active population"	263.6
"Males"	"08 Barcelona"	"2013QIV"	"Active population"	1473.9
"Females"	"08 Barcelona"	"2013QIV"	"Active population"	1342.4
"Males"	"48 Bizkaia"	"2013QIV"	"Active population"	286.9
"Females"	"48 Bizkaia"	"2013QIV"	"Active population"	263.6
"Males"	"09 Burgos"	"2013QIV"	"Active population"	100.6
"Females"	"09 Burgos"	"2013QIV"	"Active population"	78.2
"Males"	"10 Cáceres"	"2013QIV"	"Active population"	105.6
"Females"	"10 Cáceres"	"2013QIV"	"Active population"	82.9
"Males"	"11 Cádiz"	"2013QIV"	"Active population"	318.5
"Females"	"11 Cádiz"	"2013QIV"	"Active population"	256.1
"Males"	"39 Cantabria"	"2013QIV"	"Active population"	153.1
"Females"	"39 Cantabria"	"2013QIV"	"Active population"	128.9
"Males"	"12 Castellón/Castelló"	"2013QIV"	"Active population"	156.5
"Females"	"12 Castellón/Castelló"	"2013QIV"	"Active population"	130.6
"Males"	"13 Ciudad Real"	"2013QIV"	"Active population"	139.1
"Females"	"13 Ciudad Real"	"2013QIV"	"Active population"	102.3
"Males"	"14 Córdoba"	"2013QIV"	"Active population"	208.2
"Females"	"14 Córdoba"	"2013QIV"	"Active population"	172.8
"Males"	"15 Coruña, A"	"2013QIV"	"Active population"	279.9
"Females"	"15 Coruña, A"	"2013QIV"	"Active population"	257.9
"Males"	"16 Cuenca"	"2013QIV"	"Active population"	56.5
"Females"	"16 Cuenca"	"2013QIV"	"Active population"	40
"Males"	"20 Gipuzkoa"	"2013QIV"	"Active population"	177.3
"Females"	"20 Gipuzkoa"	"2013QIV"	"Active population"	154.2
"Males"	"17 Girona"	"2013QIV"	"Active population"	210.1
"Females"	"17 Girona"	"2013QIV"	"Active population"	181
"Males"	"18 Granada"	"2013QIV"	"Active population"	239.8
"Females"	"18 Granada"	"2013QIV"	"Active population"	201.5
"Males"	"19 Guadalajara"	"2013QIV"	"Active population"	71.6
"Females"	"19 Guadalajara"	"2013QIV"	"Active population"	57
"Males"	"21 Huelva"	"2013QIV"	"Active population"	138.5
"Females"	"21 Huelva"	"2013QIV"	"Active population"	113.8
"Males"	"22 Huesca"	"2013QIV"	"Active population"	59.1
"Females"	"22 Huesca"	"2013QIV"	"Active population"	45.6
"Males"	"23 Jaén"	"2013QIV"	"Active population"	173.7
"Females"	"23 Jaén"	"2013QIV"	"Active population"	135.2
"Males"	"24 León"	"2013QIV"	"Active population"	114
"Females"	"24 León"	"2013QIV"	"Active population"	96.3
"Males"	"25 Lleida"	"2013QIV"	"Active population"	122.9
"Females"	"25 Lleida"	"2013QIV"	"Active population"	99.5
"Males"	"27 Lugo"	"2013QIV"	"Active population"	83.3
"Females"	"27 Lugo"	"2013QIV"	"Active population"	75
"Males"	"28 Madrid"	"2013QIV"	"Active population"	1722.2
"Females"	"28 Madrid"	"2013QIV"	"Active population"	1629.8
"Males"	"29 Málaga"	"2013QIV"	"Active population"	425
"Females"	"29 Málaga"	"2013QIV"	"Active population"	355.5
"Males"	"30 Murcia"	"2013QIV"	"Active population"	408
"Females"	"30 Murcia"	"2013QIV"	"Active population"	317
"Males"	"31 Navarra"	"2013QIV"	"Active population"	169.5
"Females"	"31 Navarra"	"2013QIV"	"Active population"	140.9
"Males"	"32 Ourense"	"2013QIV"	"Active population"	69.7
"Females"	"32 Ourense"	"2013QIV"	"Active population"	64.3
"Males"	"34 Palencia"	"2013QIV"	"Active population"	42.8
"Females"	"34 Palencia"	"2013QIV"	"Active population"	34.9
"Males"	"35 Palmas, Las"	"2013QIV"	"Active population"	320.1
"Females"	"35 Palmas, Las"	"2013QIV"	"Active population"	266.6
"Males"	"36 Pontevedra"	"2013QIV"	"Active population"	242.7
"Females"	"36 Pontevedra"	"2013QIV"	"Active population"	210.8
"Males"	"26 Rioja, La"	"2013QIV"	"Active population"	84.3
"Females"	"26 Rioja, La"	"2013QIV"	"Active population"	73
"Males"	"37 Salamanca"	"2013QIV"	"Active population"	82
"Females"	"37 Salamanca"	"2013QIV"	"Active population"	76.3
"Males"	"38 Santa Cruz de Tenerife"	"2013QIV"	"Active population"	275.3
"Females"	"38 Santa Cruz de Tenerife"	"2013QIV"	"Active population"	242
"Males"	"40 Segovia"	"2013QIV"	"Active population"	44.2
"Females"	"40 Segovia"	"2013QIV"	"Active population"	35.1
"Males"	"41 Sevilla"	"2013QIV"	"Active population"	498.3
"Females"	"41 Sevilla"	"2013QIV"	"Active population"	438.6
"Males"	"42 Soria"	"2013QIV"	"Active population"	25.4
"Females"	"42 Soria"	"2013QIV"	"Active population"	19.8
"Males"	"43 Tarragona"	"2013QIV"	"Active population"	228.4
"Females"	"43 Tarragona"	"2013QIV"	"Active population"	180
"Males"	"44 Teruel"	"2013QIV"	"Active population"	37
"Females"	"44 Teruel"	"2013QIV"	"Active population"	26.1
"Males"	"45 Toledo"	"2013QIV"	"Active population"	203.2
"Females"	"45 Toledo"	"2013QIV"	"Active population"	150.2
"Males"	"46 Valencia/València"	"2013QIV"	"Active population"	681.4
"Females"	"46 Valencia/València"	"2013QIV"	"Active population"	584.9
"Males"	"47 Valladolid"	"2013QIV"	"Active population"	142
"Females"	"47 Valladolid"	"2013QIV"	"Active population"	116.7
"Males"	"49 Zamora"	"2013QIV"	"Active population"	44.4
"Females"	"49 Zamora"	"2013QIV"	"Active population"	34.3
"Males"	"50 Zaragoza"	"2013QIV"	"Active population"	257.9
"Females"	"50 Zaragoza"	"2013QIV"	"Active population"	223.7
"Males"	"51 Ceuta"	"2013QIV"	"Active population"	22.3
"Females"	"51 Ceuta"	"2013QIV"	"Active population"	16
"Males"	"52 Melilla"	"2013QIV"	"Active population"	21.9
"Females"	"52 Melilla"	"2013QIV"	"Active population"	14.4
"Males"	"02 Albacete"	"2013QIII"	"Active population"	108.9
"Females"	"02 Albacete"	"2013QIII"	"Active population"	87
"Males"	"03 Alicante/Alacant"	"2013QIII"	"Active population"	500.8
"Females"	"03 Alicante/Alacant"	"2013QIII"	"Active population"	403.9
"Males"	"04 Almería"	"2013QIII"	"Active population"	204.6
"Females"	"04 Almería"	"2013QIII"	"Active population"	145.1
"Males"	"01 Araba/Álava"	"2013QIII"	"Active population"	89.2
"Females"	"01 Araba/Álava"	"2013QIII"	"Active population"	73.9
"Males"	"33 Asturias"	"2013QIII"	"Active population"	257.8
"Females"	"33 Asturias"	"2013QIII"	"Active population"	230.2
"Males"	"05 Ávila"	"2013QIII"	"Active population"	46.5
"Females"	"05 Ávila"	"2013QIII"	"Active population"	32.9
"Males"	"06 Badajoz"	"2013QIII"	"Active population"	179.8
"Females"	"06 Badajoz"	"2013QIII"	"Active population"	143.1
"Males"	"07 Balears, Illes"	"2013QIII"	"Active population"	339.1
"Females"	"07 Balears, Illes"	"2013QIII"	"Active population"	289.7
"Males"	"08 Barcelona"	"2013QIII"	"Active population"	1494.2
"Females"	"08 Barcelona"	"2013QIII"	"Active population"	1340.7
"Males"	"48 Bizkaia"	"2013QIII"	"Active population"	289.3
"Females"	"48 Bizkaia"	"2013QIII"	"Active population"	254.6
"Males"	"09 Burgos"	"2013QIII"	"Active population"	101.4
"Females"	"09 Burgos"	"2013QIII"	"Active population"	79
"Males"	"10 Cáceres"	"2013QIII"	"Active population"	107.6
"Females"	"10 Cáceres"	"2013QIII"	"Active population"	87.1
"Males"	"11 Cádiz"	"2013QIII"	"Active population"	331.1
"Females"	"11 Cádiz"	"2013QIII"	"Active population"	255.3
"Males"	"39 Cantabria"	"2013QIII"	"Active population"	151.4
"Females"	"39 Cantabria"	"2013QIII"	"Active population"	128.4
"Males"	"12 Castellón/Castelló"	"2013QIII"	"Active population"	160
"Females"	"12 Castellón/Castelló"	"2013QIII"	"Active population"	131.1
"Males"	"13 Ciudad Real"	"2013QIII"	"Active population"	140.4
"Females"	"13 Ciudad Real"	"2013QIII"	"Active population"	101.6
"Males"	"14 Córdoba"	"2013QIII"	"Active population"	211
"Females"	"14 Córdoba"	"2013QIII"	"Active population"	166.2
"Males"	"15 Coruña, A"	"2013QIII"	"Active population"	283.9
"Females"	"15 Coruña, A"	"2013QIII"	"Active population"	255.5
"Males"	"16 Cuenca"	"2013QIII"	"Active population"	58.2
"Females"	"16 Cuenca"	"2013QIII"	"Active population"	40.2
"Males"	"20 Gipuzkoa"	"2013QIII"	"Active population"	175.3
"Females"	"20 Gipuzkoa"	"2013QIII"	"Active population"	149
"Males"	"17 Girona"	"2013QIII"	"Active population"	218.5
"Females"	"17 Girona"	"2013QIII"	"Active population"	188.1
"Males"	"18 Granada"	"2013QIII"	"Active population"	241.8
"Females"	"18 Granada"	"2013QIII"	"Active population"	208.2
"Males"	"19 Guadalajara"	"2013QIII"	"Active population"	72.3
"Females"	"19 Guadalajara"	"2013QIII"	"Active population"	56.9
"Males"	"21 Huelva"	"2013QIII"	"Active population"	134
"Females"	"21 Huelva"	"2013QIII"	"Active population"	108.4
"Males"	"22 Huesca"	"2013QIII"	"Active population"	60.5
"Females"	"22 Huesca"	"2013QIII"	"Active population"	44.1
"Males"	"23 Jaén"	"2013QIII"	"Active population"	169.8
"Females"	"23 Jaén"	"2013QIII"	"Active population"	136.2
"Males"	"24 León"	"2013QIII"	"Active population"	113
"Females"	"24 León"	"2013QIII"	"Active population"	100.2
"Males"	"25 Lleida"	"2013QIII"	"Active population"	123
"Females"	"25 Lleida"	"2013QIII"	"Active population"	100.1
"Males"	"27 Lugo"	"2013QIII"	"Active population"	84.1
"Females"	"27 Lugo"	"2013QIII"	"Active population"	74.8
"Males"	"28 Madrid"	"2013QIII"	"Active population"	1750
"Females"	"28 Madrid"	"2013QIII"	"Active population"	1608
"Males"	"29 Málaga"	"2013QIII"	"Active population"	420.5
"Females"	"29 Málaga"	"2013QIII"	"Active population"	359.5
"Males"	"30 Murcia"	"2013QIII"	"Active population"	414.7
"Females"	"30 Murcia"	"2013QIII"	"Active population"	318.1
"Males"	"31 Navarra"	"2013QIII"	"Active population"	175.4
"Females"	"31 Navarra"	"2013QIII"	"Active population"	140.9
"Males"	"32 Ourense"	"2013QIII"	"Active population"	71.9
"Females"	"32 Ourense"	"2013QIII"	"Active population"	63.5
"Males"	"34 Palencia"	"2013QIII"	"Active population"	44.7
"Females"	"34 Palencia"	"2013QIII"	"Active population"	35.6
"Males"	"35 Palmas, Las"	"2013QIII"	"Active population"	317.8
"Females"	"35 Palmas, Las"	"2013QIII"	"Active population"	269.9
"Males"	"36 Pontevedra"	"2013QIII"	"Active population"	244.7
"Females"	"36 Pontevedra"	"2013QIII"	"Active population"	212.7
"Males"	"26 Rioja, La"	"2013QIII"	"Active population"	85.5
"Females"	"26 Rioja, La"	"2013QIII"	"Active population"	72.3
"Males"	"37 Salamanca"	"2013QIII"	"Active population"	85.9
"Females"	"37 Salamanca"	"2013QIII"	"Active population"	72.6
"Males"	"38 Santa Cruz de Tenerife"	"2013QIII"	"Active population"	278.5
"Females"	"38 Santa Cruz de Tenerife"	"2013QIII"	"Active population"	237.1
"Males"	"40 Segovia"	"2013QIII"	"Active population"	44.7
"Females"	"40 Segovia"	"2013QIII"	"Active population"	34
"Males"	"41 Sevilla"	"2013QIII"	"Active population"	498.1
"Females"	"41 Sevilla"	"2013QIII"	"Active population"	418.7
"Males"	"42 Soria"	"2013QIII"	"Active population"	25.6
"Females"	"42 Soria"	"2013QIII"	"Active population"	19.3
"Males"	"43 Tarragona"	"2013QIII"	"Active population"	229.8
"Females"	"43 Tarragona"	"2013QIII"	"Active population"	186.7
"Males"	"44 Teruel"	"2013QIII"	"Active population"	37.2
"Females"	"44 Teruel"	"2013QIII"	"Active population"	26.7
"Males"	"45 Toledo"	"2013QIII"	"Active population"	202.1
"Females"	"45 Toledo"	"2013QIII"	"Active population"	153.8
"Males"	"46 Valencia/València"	"2013QIII"	"Active population"	677.9
"Females"	"46 Valencia/València"	"2013QIII"	"Active population"	577.7
"Males"	"47 Valladolid"	"2013QIII"	"Active population"	142.8
"Females"	"47 Valladolid"	"2013QIII"	"Active population"	116.6
"Males"	"49 Zamora"	"2013QIII"	"Active population"	44.4
"Females"	"49 Zamora"	"2013QIII"	"Active population"	34.1
"Males"	"50 Zaragoza"	"2013QIII"	"Active population"	260.6
"Females"	"50 Zaragoza"	"2013QIII"	"Active population"	227.4
"Males"	"51 Ceuta"	"2013QIII"	"Active population"	23
"Females"	"51 Ceuta"	"2013QIII"	"Active population"	15.3
"Males"	"52 Melilla"	"2013QIII"	"Active population"	22.4
"Females"	"52 Melilla"	"2013QIII"	"Active population"	15.7
"Males"	"02 Albacete"	"2013QII"	"Active population"	107.1
"Females"	"02 Albacete"	"2013QII"	"Active population"	85
"Males"	"03 Alicante/Alacant"	"2013QII"	"Active population"	503
"Females"	"03 Alicante/Alacant"	"2013QII"	"Active population"	397.7
"Males"	"04 Almería"	"2013QII"	"Active population"	207.6
"Females"	"04 Almería"	"2013QII"	"Active population"	156.7
"Males"	"01 Araba/Álava"	"2013QII"	"Active population"	90
"Females"	"01 Araba/Álava"	"2013QII"	"Active population"	74.5
"Males"	"33 Asturias"	"2013QII"	"Active population"	254.3
"Females"	"33 Asturias"	"2013QII"	"Active population"	226.8
"Males"	"05 Ávila"	"2013QII"	"Active population"	45.1
"Females"	"05 Ávila"	"2013QII"	"Active population"	31.3
"Males"	"06 Badajoz"	"2013QII"	"Active population"	181.1
"Females"	"06 Badajoz"	"2013QII"	"Active population"	145
"Males"	"07 Balears, Illes"	"2013QII"	"Active population"	339.1
"Females"	"07 Balears, Illes"	"2013QII"	"Active population"	290.7
"Males"	"08 Barcelona"	"2013QII"	"Active population"	1489.6
"Females"	"08 Barcelona"	"2013QII"	"Active population"	1328
"Males"	"48 Bizkaia"	"2013QII"	"Active population"	293.1
"Females"	"48 Bizkaia"	"2013QII"	"Active population"	259.5
"Males"	"09 Burgos"	"2013QII"	"Active population"	100
"Females"	"09 Burgos"	"2013QII"	"Active population"	77.6
"Males"	"10 Cáceres"	"2013QII"	"Active population"	104.8
"Females"	"10 Cáceres"	"2013QII"	"Active population"	83.9
"Males"	"11 Cádiz"	"2013QII"	"Active population"	321.4
"Females"	"11 Cádiz"	"2013QII"	"Active population"	258.5
"Males"	"39 Cantabria"	"2013QII"	"Active population"	150.5
"Females"	"39 Cantabria"	"2013QII"	"Active population"	126.9
"Males"	"12 Castellón/Castelló"	"2013QII"	"Active population"	161.1
"Females"	"12 Castellón/Castelló"	"2013QII"	"Active population"	126.5
"Males"	"13 Ciudad Real"	"2013QII"	"Active population"	138.5
"Females"	"13 Ciudad Real"	"2013QII"	"Active population"	97.9
"Males"	"14 Córdoba"	"2013QII"	"Active population"	211.4
"Females"	"14 Córdoba"	"2013QII"	"Active population"	171.1
"Males"	"15 Coruña, A"	"2013QII"	"Active population"	285.8
"Females"	"15 Coruña, A"	"2013QII"	"Active population"	261
"Males"	"16 Cuenca"	"2013QII"	"Active population"	59
"Females"	"16 Cuenca"	"2013QII"	"Active population"	38.3
"Males"	"20 Gipuzkoa"	"2013QII"	"Active population"	177.6
"Females"	"20 Gipuzkoa"	"2013QII"	"Active population"	155.4
"Males"	"17 Girona"	"2013QII"	"Active population"	210.4
"Females"	"17 Girona"	"2013QII"	"Active population"	183.9
"Males"	"18 Granada"	"2013QII"	"Active population"	238.1
"Females"	"18 Granada"	"2013QII"	"Active population"	203
"Males"	"19 Guadalajara"	"2013QII"	"Active population"	74.2
"Females"	"19 Guadalajara"	"2013QII"	"Active population"	61.2
"Males"	"21 Huelva"	"2013QII"	"Active population"	135.7
"Females"	"21 Huelva"	"2013QII"	"Active population"	118.8
"Males"	"22 Huesca"	"2013QII"	"Active population"	58.7
"Females"	"22 Huesca"	"2013QII"	"Active population"	46.7
"Males"	"23 Jaén"	"2013QII"	"Active population"	175.3
"Females"	"23 Jaén"	"2013QII"	"Active population"	132.4
"Males"	"24 León"	"2013QII"	"Active population"	112.6
"Females"	"24 León"	"2013QII"	"Active population"	103.6
"Males"	"25 Lleida"	"2013QII"	"Active population"	124.9
"Females"	"25 Lleida"	"2013QII"	"Active population"	99.1
"Males"	"27 Lugo"	"2013QII"	"Active population"	83
"Females"	"27 Lugo"	"2013QII"	"Active population"	74.8
"Males"	"28 Madrid"	"2013QII"	"Active population"	1758.9
"Females"	"28 Madrid"	"2013QII"	"Active population"	1631
"Males"	"29 Málaga"	"2013QII"	"Active population"	418.7
"Females"	"29 Málaga"	"2013QII"	"Active population"	364.4
"Males"	"30 Murcia"	"2013QII"	"Active population"	407.5
"Females"	"30 Murcia"	"2013QII"	"Active population"	314.4
"Males"	"31 Navarra"	"2013QII"	"Active population"	172.6
"Females"	"31 Navarra"	"2013QII"	"Active population"	141.9
"Males"	"32 Ourense"	"2013QII"	"Active population"	74.1
"Females"	"32 Ourense"	"2013QII"	"Active population"	63.7
"Males"	"34 Palencia"	"2013QII"	"Active population"	44.7
"Females"	"34 Palencia"	"2013QII"	"Active population"	34.1
"Males"	"35 Palmas, Las"	"2013QII"	"Active population"	313.1
"Females"	"35 Palmas, Las"	"2013QII"	"Active population"	267.5
"Males"	"36 Pontevedra"	"2013QII"	"Active population"	243.3
"Females"	"36 Pontevedra"	"2013QII"	"Active population"	210.1
"Males"	"26 Rioja, La"	"2013QII"	"Active population"	84.3
"Females"	"26 Rioja, La"	"2013QII"	"Active population"	69.6
"Males"	"37 Salamanca"	"2013QII"	"Active population"	84.6
"Females"	"37 Salamanca"	"2013QII"	"Active population"	70.8
"Males"	"38 Santa Cruz de Tenerife"	"2013QII"	"Active population"	270.3
"Females"	"38 Santa Cruz de Tenerife"	"2013QII"	"Active population"	236.5
"Males"	"40 Segovia"	"2013QII"	"Active population"	45.8
"Females"	"40 Segovia"	"2013QII"	"Active population"	34.5
"Males"	"41 Sevilla"	"2013QII"	"Active population"	505.6
"Females"	"41 Sevilla"	"2013QII"	"Active population"	438.4
"Males"	"42 Soria"	"2013QII"	"Active population"	25.4
"Females"	"42 Soria"	"2013QII"	"Active population"	19.5
"Males"	"43 Tarragona"	"2013QII"	"Active population"	231.2
"Females"	"43 Tarragona"	"2013QII"	"Active population"	182.6
"Males"	"44 Teruel"	"2013QII"	"Active population"	37.3
"Females"	"44 Teruel"	"2013QII"	"Active population"	27.2
"Males"	"45 Toledo"	"2013QII"	"Active population"	204.9
"Females"	"45 Toledo"	"2013QII"	"Active population"	154.7
"Males"	"46 Valencia/València"	"2013QII"	"Active population"	682.5
"Females"	"46 Valencia/València"	"2013QII"	"Active population"	591.8
"Males"	"47 Valladolid"	"2013QII"	"Active population"	141.3
"Females"	"47 Valladolid"	"2013QII"	"Active population"	122.2
"Males"	"49 Zamora"	"2013QII"	"Active population"	44
"Females"	"49 Zamora"	"2013QII"	"Active population"	33.7
"Males"	"50 Zaragoza"	"2013QII"	"Active population"	260.4
"Females"	"50 Zaragoza"	"2013QII"	"Active population"	225
"Males"	"51 Ceuta"	"2013QII"	"Active population"	23.9
"Females"	"51 Ceuta"	"2013QII"	"Active population"	15
"Males"	"52 Melilla"	"2013QII"	"Active population"	20
"Females"	"52 Melilla"	"2013QII"	"Active population"	16
"Males"	"02 Albacete"	"2013QI"	"Active population"	106
"Females"	"02 Albacete"	"2013QI"	"Active population"	84.7
"Males"	"03 Alicante/Alacant"	"2013QI"	"Active population"	492.6
"Females"	"03 Alicante/Alacant"	"2013QI"	"Active population"	396.1
"Males"	"04 Almería"	"2013QI"	"Active population"	200.1
"Females"	"04 Almería"	"2013QI"	"Active population"	159.5
"Males"	"01 Araba/Álava"	"2013QI"	"Active population"	90.1
"Females"	"01 Araba/Álava"	"2013QI"	"Active population"	74.1
"Males"	"33 Asturias"	"2013QI"	"Active population"	262.7
"Females"	"33 Asturias"	"2013QI"	"Active population"	231.9
"Males"	"05 Ávila"	"2013QI"	"Active population"	44.6
"Females"	"05 Ávila"	"2013QI"	"Active population"	32.8
"Males"	"06 Badajoz"	"2013QI"	"Active population"	185.3
"Females"	"06 Badajoz"	"2013QI"	"Active population"	145.5
"Males"	"07 Balears, Illes"	"2013QI"	"Active population"	329
"Females"	"07 Balears, Illes"	"2013QI"	"Active population"	272
"Males"	"08 Barcelona"	"2013QI"	"Active population"	1522.4
"Females"	"08 Barcelona"	"2013QI"	"Active population"	1343.4
"Males"	"48 Bizkaia"	"2013QI"	"Active population"	301.9
"Females"	"48 Bizkaia"	"2013QI"	"Active population"	263.6
"Males"	"09 Burgos"	"2013QI"	"Active population"	103.4
"Females"	"09 Burgos"	"2013QI"	"Active population"	78.6
"Males"	"10 Cáceres"	"2013QI"	"Active population"	103.7
"Females"	"10 Cáceres"	"2013QI"	"Active population"	81.5
"Males"	"11 Cádiz"	"2013QI"	"Active population"	321.6
"Females"	"11 Cádiz"	"2013QI"	"Active population"	254
"Males"	"39 Cantabria"	"2013QI"	"Active population"	152.9
"Females"	"39 Cantabria"	"2013QI"	"Active population"	126.4
"Males"	"12 Castellón/Castelló"	"2013QI"	"Active population"	158.8
"Females"	"12 Castellón/Castelló"	"2013QI"	"Active population"	131
"Males"	"13 Ciudad Real"	"2013QI"	"Active population"	140.5
"Females"	"13 Ciudad Real"	"2013QI"	"Active population"	101
"Males"	"14 Córdoba"	"2013QI"	"Active population"	208.1
"Females"	"14 Córdoba"	"2013QI"	"Active population"	170.5
